	random_trimmed_F1_S1_R1_001.fastq	random_trimmed_F2_S2_R1_001.fastq	random_trimmed_F3_S3_R1_001.fastq	random_trimmed_F4_S4_R1_001.fastq	random_trimmed_M1_S5_R1_001.fastq	random_trimmed_M2_S6_R1_001.fastq	random_trimmed_M4_S7_R1_001.fastq
NAPSB:transcribed_unprocessed_pseudogene	0	0.5	0	1.33333333333333	0	0	0
NCR3LG1:nonsense_mediated_decay	0	0.5	0	0.5	0	0	0
NCR3LG1:protein_coding	0	0.5	0	0.5	0	1.33333333333333	0
NDUFA12:nonsense_mediated_decay	0	0.5	7.2	0	0	1.55	0.75
NEFL:retained_intron	0	0.5	10	44.5645161290323	11.8333333333333	17.0666666666667	72.2380952380952
NFAM1:protein_coding	0	0.5	0	0	0	2	3
NOC2L:retained_intron	0	0.5	0	2.1	0	0	2.4
NT5DC2:processed_transcript	0	0.5	0	0	0.333333333333333	0.25	0.25
NUAK2:protein_coding	0	0.5	1	8	1	7	3
OAZ2:processed_transcript	0	0.5	1.2	0.6	1.5	0	0
OAZ2:protein_coding	0	0.5	3.21666666666667	1.8	1.5	0	8
OPHN1:processed_transcript	0	0.5	0	0	0	3	0
P2RY12:protein_coding	0	0.5	1	2	7	1	8
P2RY12:retained_intron	0	0.5	0	0	0	0	0
PAAF1:protein_coding	0	0.5	2	2.82142857142857	0	0.571428571428571	0.307692307692308
PARP1P1:processed_pseudogene	0	0.5	0	0.25	0	0	0
PC:processed_transcript	0	0.5	0.25	1.82142857142857	0.25	0.5	0.25
PCNT:processed_transcript	0	0.5	6.33333333333333	4.61111111111111	2.25	0	14.1666666666667
PCNT:protein_coding	0	0.5	4.66666666666667	4.61111111111111	0.75	0	11.8333333333333
PDCD11:nonsense_mediated_decay	0	0.5	0	0	0.333333333333333	0	1
PDIA5:nonsense_mediated_decay	0	0.5	0	2	0	0	0
PDIA5:protein_coding	0	0.5	0	2	0	0	3
PFKFB4:processed_transcript	0	0.5	0	0	0.166666666666667	0	0
PIK3C2A:nonsense_mediated_decay	0	0.5	1.5	0.666666666666667	0	0	1
PLCD4:retained_intron	0	0.5	0	0	0	0	1.23809523809524
PNLIPP1:unprocessed_pseudogene	0	0.5	0.25	0	0	1	0
POLR3GL:protein_coding	0	0.5	2	2	0	1.66666666666667	4.2
POLR3GL:retained_intron	0	0.5	2	2	0	1.33333333333333	4.2
PPIC:protein_coding	0	0.5	0	0	5	0	0
PPIC:retained_intron	0	0.5	0	0	0	0	0
PPIP5K2:nonsense_mediated_decay	0	0.5	0.2	0.75	0.5	0.75	0
PPM1D:nonsense_mediated_decay	0	0.5	0	1.25	4.33333333333333	0.333333333333333	0
PRDX6:processed_transcript	0	0.5	3.5	3.16666666666667	0	1.5	4
PRDX6:protein_coding	0	0.5	4.5	7.16666666666667	0	5.5	5
PRELID3B:nonsense_mediated_decay	0	0.5	0	0	0	0	0
PRELID3B:protein_coding	0	0.5	3	1	4.66666666666667	0	0
PRMT9:nonsense_mediated_decay	0	0.5	0	0	0	0	0
PRMT9:protein_coding	0	0.5	0	0	0	0	0
PSD3:retained_intron	0	0.5	0	0	0	1.5	3
PSMD12:processed_transcript	0	0.5	0.375	0.5	0	0	0
PSMD12:retained_intron	0	0.5	0.75	1.45	0	0	0
PSMD7:nonsense_mediated_decay	0	0.5	0.25	4	0	0	1.83333333333333
PSMD7:protein_coding	0	0.5	1.75	8	7	0	1.83333333333333
PTGR2:protein_coding	0	0.5	1	0	0	0	4.25
PTPN23:protein_coding	0	0.5	1.5	4	3	2	10
PTPN4:processed_transcript	0	0.5	0.4	0	0	0	0
RAB35:retained_intron	0	0.5	0.25	1	0.833333333333333	1.5	0.75
RAPGEF1:processed_transcript	0	0.5	0	1	0	0	2.15
RASA2:nonsense_mediated_decay	0	0.5	0.333333333333333	0	0	0	0.666666666666667
RASA2:protein_coding	0	0.5	5.66666666666667	3	4	0	6.33333333333333
RASA4:protein_coding	0	0.5	10.4868421052632	1.3	0	1.78869047619048	11.3093244990304
RASA4CP:processed_transcript	0	0.5	0.0833333333333333	0.5	0	1.19047619047619	1.25
RASGRP3:protein_coding	0	0.5	0	5.73333333333333	0	8.07142857142857	0
RBBP4:nonsense_mediated_decay	0	0.5	0.444444444444444	3.2	3.66666666666667	0	1
RC3H1:retained_intron	0	0.5	0.25	0.5	0	0.5	0
RCE1:protein_coding	0	0.5	0.666666666666667	0	0	0	1.2
RDH5:protein_coding	0	0.5	0.428571428571429	0	0	0	3
RFFL:processed_transcript	0	0.5	0	0.5	0	0	1.66666666666667
RHOQ:nonsense_mediated_decay	0	0.5	1.5	1.8	0	0.8	3.11666666666667
RMDN3:protein_coding	0	0.5	2	3	0	0	0
RN7SL491P:misc_RNA	0	0.5	0	0	0	0	0
RNF141:retained_intron	0	0.5	1	0	0	0	9.5
RNF41:nonsense_mediated_decay	0	0.5	0	1.2	0	1.16363636363636	2.19444444444444
RNF43:protein_coding	0	0.5	1	6.5	0	0.5	1.5
RNF44:nonsense_mediated_decay	0	0.5	0	4.95	1.75	0	0
RNF44:retained_intron	0	0.5	0	2.65	3.75	0	1
RP11-1072C15.6:TEC	0	0.5	1	4.5	0	0	0.576923076923077
RP11-1080G15.2:lincRNA	0	0.5	0	0	0	0	0
RP11-196G18.3:antisense	0	0.5	0	0.666666666666667	0	0	2.66666666666667
RP11-19P22.5:lincRNA	0	0.5	1	3	7.5	1	4.5
RP11-20G6.3:3prime_overlapping_ncrna	0	0.5	2	3	0	2	3
RP11-289H16.1:lincRNA	0	0.5	2	2	2.5	0	9
RP11-343H19.2:processed_transcript	0	0.5	0.6	1.8	0.4	2.6	2.7
RP11-375A20.1:processed_pseudogene	0	0.5	6	5.375	11	0	10.5
RP11-379B18.5:lincRNA	0	0.5	2.33333333333333	0	0	1	6.28095238095238
RP11-391L3.1:lincRNA	0	0.5	0.5	0	0	0	3
RP11-395E19.6:lincRNA	0	0.5	0	0	0	1	2.5
RP11-467I20.6:sense_intronic	0	0.5	0	1	0	0	0
RP11-572B2.1:antisense	0	0.5	0	1.5	0	1	3
RP11-613H2.2:processed_pseudogene	0	0.5	1.55	0.25	0.75	0	0
RP11-809N8.5:processed_pseudogene	0	0.5	4.55	7.75	3.16666666666667	2.25	12.85
RP11-831H9.11:protein_coding	0	0.5	0	0	1.25	0	0.714285714285714
RP11-861E21.2:antisense	0	0.5	0	1	0	3.2	0.5625
RP3-486I3.7:lincRNA	0	0.5	1	0	0	0.5	1
RP4-684O24.5:antisense	0	0.5	1	3	0.5	1	4.5
RP5-1021I20.4:nonsense_mediated_decay	0	0.5	0.2	0.875	0.307692307692308	0	0.4
RP5-1065J22.4:processed_pseudogene	0	0.5	0.0833333333333333	1	0	0	5.5
RP5-890E16.2:antisense	0	0.5	0	0	0	1	0
RP5-890E16.2:retained_intron	0	0.5	0	4	0	1	0
RP5-998N21.4:lincRNA	0	0.5	0	0.666666666666667	0	0	2.66666666666667
RPL26P34:processed_pseudogene	0	0.5	0	0	0	0	0.5
RPL39L:protein_coding	0	0.5	0.666666666666667	1.5	0	0	0
RRM1:retained_intron	0	0.5	0	0	2	0	0
RSL1D1:nonsense_mediated_decay	0	0.5	0.2	0.8	2.5	2.4	0
RSL1D1:protein_coding	0	0.5	1.6	4.8	1.25	1.6	0.1875
RSL24D1:processed_transcript	0	0.5	0.857142857142857	0	1.66666666666667	0	0
RSL24D1:protein_coding	0	0.5	1.13492063492063	7	2.33333333333333	1	1
RTN1:retained_intron	0	0.5	8.23214285714286	12.8511904761905	0	1.33333333333333	27.5654761904762
RXRA:protein_coding	0	0.5	0.5	0	2.5	1	2.5
SAFB2:nonsense_mediated_decay	0	0.5	3.4	0	1	3	9.5
SEH1L:protein_coding	0	0.5	2.66666666666667	0	3	0	1.2
SF3A3:protein_coding	0	0.5	2.33333333333333	0	0	0.7	0.5
SHH:nonsense_mediated_decay	0	0.5	0	0	1.33333333333333	0	0
SHOX2:protein_coding	0	0.5	0	8.16666666666667	0	0	0
SHOX2:retained_intron	0	0.5	0	1.83333333333333	0	0	0
SKI:retained_intron	0	0.5	0.5	0	0	2	2.5
SLC16A1:processed_transcript	0	0.5	5.5	0.5	2.5	5	2.5
SLC2A1:processed_transcript	0	0.5	2.75	7.25	2.75	2.66666666666667	0
SLC31A2:protein_coding	0	0.5	0.833333333333333	7.5	1	3	0
SLC4A2:processed_transcript	0	0.5	0	0	0	3.5	0
SLC4A2:protein_coding	0	0.5	5.66666666666667	15	0.833333333333333	7.66666666666667	8.75
SLC9A7P1:transcribed_processed_pseudogene	0	0.5	0	0	0	0	0
SLC9A9:processed_transcript	0	0.5	0	0	0	0	0
SLC9A9:protein_coding	0	0.5	5	0	0	4	0
SMAD7:protein_coding	0	0.5	0.5	2	0	0	1
SNAPC2:processed_transcript	0	0.5	0	0	0	0	0
SNAPC2:protein_coding	0	0.5	1	3	0	0	0
SNORA36C:snoRNA	0	0.5	3.5	0	3	0.75	6.75
SNORA67:snoRNA	0	0.5	0.142857142857143	2.16666666666667	1.66666666666667	0.5	1
SNORA77.2:snoRNA	0	0.5	3.33333333333333	3	0.5	2	1
SNRNP48:retained_intron	0	0.5	0	0.333333333333333	0	0	0
SNX8:protein_coding	0	0.5	11.8333333333333	17.6	8.8	7.5	8
SNX8:retained_intron	0	0.5	5.16666666666667	9	2.2	4.5	3.5
SOCS4:processed_transcript	0	0.5	0	0.333333333333333	0	0	0
SPOCK2:processed_transcript	0	0.5	1	6.9	0	1.8	5.2
SPON1:retained_intron	0	0.5	0	0	0	0	0
SRGAP2-AS1:antisense	0	0.5	2	2	2.5	0	0
SRP72:protein_coding	0	0.5	7.41666666666667	1	4.66666666666667	3	2.33333333333333
SRP72:retained_intron	0	0.5	1.83333333333333	0	0	0	0.666666666666667
STT3B:processed_transcript	0	0.5	1.66666666666667	5.55	0	5	0.450980392156863
SULT1B1:protein_coding	0	0.5	2.55049019607843	6.78931623931624	5.41666666666667	1.25384615384615	7.26703851703852
SULT1C2:retained_intron	0	0.5	0	2	0	0	0
SUPT4H1:protein_coding	0	0.5	1.6	11.5	0	0.5	6.56666666666667
TAP1:protein_coding	0	0.5	0.5	6	2	10	7
TAP1:retained_intron	0	0.5	0.6	0.380952380952381	0	2	7.4
TBC1D10A:protein_coding	0	0.5	0	8	3.63076923076923	5	4.46153846153846
TFAP2B:protein_coding	0	0.5	0	0	0.333333333333333	0	0
TFAP2C:protein_coding	0	0.5	0	0	0	0	0
THUMPD3:protein_coding	0	0.5	4.60526315789474	1	4	5	7.63333333333333
TIFAB:protein_coding	0	0.5	0	3.5	0	2.5	0
TIMM21:retained_intron	0	0.5	4	0	2	5	6.5
TIMMDC1:nonsense_mediated_decay	0	0.5	4.25	1.5	2	0	1.5
TIMMDC1:protein_coding	0	0.5	3.5	1.5	1	0	1.5
TMED7:processed_transcript	0	0.5	3	0	0	0.25	1
TMEM135:protein_coding	0	0.5	15.2	0.5	12	0	1.2
TMEM156:processed_transcript	0	0.5	0	0	0	2	0
TRAPPC2P1:protein_coding	0	0.5	0	0	0	0	2.5
TRIM31:retained_intron	0	0.5	0	0	0	0	0
TRMT6:processed_transcript	0	0.5	0	1.5	0	0	0
TRMT6:protein_coding	0	0.5	0	1.5	0	0	0
TTC14:nonsense_mediated_decay	0	0.5	0.43859649122807	1.93611111111111	2	1.25	5.61428571428571
TTC14:protein_coding	0	0.5	0.666666666666667	1.8	6	0.75	4.38571428571429
TTLL7:processed_transcript	0	0.5	2.38587301587302	9.1031746031746	0.75	1.42857142857143	8.26785714285714
TUBB4B:protein_coding	0	0.5	2.83134920634921	15.8611111111111	3.33333333333333	4.4969696969697	19.8820346320346
TUBB4B:retained_intron	0	0.5	2.83134920634921	14.8611111111111	3.33333333333333	4.4969696969697	19.8820346320346
TUBGCP6:processed_transcript	0	0.5	0	0.8	0.4	0	1
TUSC2:nonsense_mediated_decay	0	0.5	0	3.06666666666667	0	0	0
TWIST1:nonsense_mediated_decay	0	0.5	0	0	0	0	0.0625
TWIST1:protein_coding	0	0.5	6	5	0	0	0.0625
TWSG1:nonsense_mediated_decay	0	0.5	3.33333333333333	0	0	0	4.66666666666667
TWSG1:protein_coding	0	0.5	5.66666666666667	1	0	0	1.33333333333333
U3.8:snoRNA	0	0.5	1	0.5	0	0	0
UBA6:protein_coding	0	0.5	0.833333333333333	1.5	0	7	2
UBE2G2:protein_coding	0	0.5	2.97619047619048	0	0	0.5	3.375
UBE2G2:retained_intron	0	0.5	1.80952380952381	0	0	0.5	0.375
UHRF2:nonsense_mediated_decay	0	0.5	1.15	0.571428571428571	0.75	2.5	0.85
UPRT:protein_coding	0	0.5	4.8	0	0	0	0
USP36:protein_coding	0	0.5	2.4	0.666666666666667	0	3	9.1
USP42:protein_coding	0	0.5	4.9	1.5	0	0	1.66666666666667
VAPB:processed_transcript	0	0.5	2.26666666666667	5.31666666666667	4.66666666666667	1.4	1.23333333333333
VAPB:protein_coding	0	0.5	8.26666666666667	13.5666666666667	6.33333333333333	10.2	13.7333333333333
VASH1:processed_transcript	0	0.5	0.5	6	0	0.5	2.5
VPS33A:protein_coding	0	0.5	0.4	2.26666666666667	9	1.06666666666667	4.85
VPS33A:retained_intron	0	0.5	0.2	0	0	0	6.5
VPS39:processed_transcript	0	0.5	0.7	1.5	1.5	0	0
VPS39:protein_coding	0	0.5	4.23333333333333	6.16666666666667	6.83333333333333	2	2.13333333333333
VPS4B:retained_intron	0	0.5	2.4	0	0	1.33333333333333	6
VPS72:protein_coding	0	0.5	0	2.33333333333333	0	0	0
VPS72:retained_intron	0	0.5	0	2.08333333333333	0	0	1
VWA3B:retained_intron	0	0.5	0	0	0	0	1.5
WBP1:processed_transcript	0	0.5	0	3.79411764705882	0	0	1.3414820473644
WBSCR17:processed_transcript	0	0.5	5.9	4.5	0	3	4.7
WBSCR17:protein_coding	0	0.5	7.1	4.5	9	3	22.3
WSB2:processed_transcript	0	0.5	0	0	0.428571428571429	0	0.555555555555556
WWP1:protein_coding	0	0.5	11.5666666666667	13.6	0.666666666666667	7.33333333333333	3.53333333333333
XAB2:protein_coding	0	0.5	0	0	3	0.5	9.5
Y_RNA.340:misc_RNA	0	0.5	0.5	1.25	0.25	2.33333333333333	4.85
Y_RNA.397:misc_RNA	0	0.5	1.08333333333333	0	1.75	1.5	0
Y_RNA.578:misc_RNA	0	0.5	0.25	2.91666666666667	4.41666666666667	0.166666666666667	0.583333333333333
Y_RNA.831:misc_RNA	0	0.5	0.0217391304347826	0.341194713772047	0	0	0.156382978723404
YPEL4:nonsense_mediated_decay	0	0.5	0.166666666666667	0.833333333333333	3	1.5	0.206666666666667
YTHDF3:retained_intron	0	0.5	3.85	0.966666666666667	0	0.4	1.6
ZBED1:protein_coding	0	0.5	1	3.42857142857143	6	1	6
ZBED3:protein_coding	0	0.5	6	1	0	0	2
ZBTB17:processed_transcript	0	0.5	1.65714285714286	0	0	0	0
ZBTB17:protein_coding	0	0.5	3.34285714285714	0	0	0	0
ZDHHC5:retained_intron	0	0.5	0.75	0.75	0	0	1.25
ZFYVE26:protein_coding	0	0.5	4.66666666666667	3.4	6	0	2.0952380952381
ZNF280D:nonsense_mediated_decay	0	0.5	1.53333333333333	0	4.35	0	0
ZNF318:nonsense_mediated_decay	0	0.5	0	0	9	1	1
ZNF318:protein_coding	0	0.5	2	0	1	5	5
ZNF366:nonsense_mediated_decay	0	0.5	0	0	0	0	0
ZNF366:protein_coding	0	0.5	0	0	0	0	0
ZNF431:processed_transcript	0	0.5	0.25	0	0	0	0
ZNF490:protein_coding	0	0.5	1.94166666666667	0.25	0	0.0416666666666667	5.79166666666667
ZNF521:nonsense_mediated_decay	0	0.5	0	0.885714285714286	0	0.5	2.26111111111111
ZNF547:nonsense_mediated_decay	0	0.5	0	1	0	0	1.5
ZNF567:nonsense_mediated_decay	0	0.5	0	0.166666666666667	0	0	0.5
ZNF570:protein_coding	0	0.5	0.333333333333333	2	0	0.75	3.6
ZNF720:processed_transcript	0	0.5	0.235294117647059	0.470588235294118	0	0.235294117647059	0
ZNF75D:processed_transcript	0	0.5	2	4.5	0	1.33333333333333	10
ZNF75D:protein_coding	0	0.5	2	4.5	5	8.66666666666667	10
ZNF789:protein_coding	0	0.5	0	2.13095238095238	0	2	1
ZNF878:protein_coding	0	0.5	1.125	0	0	0	0
ZNHIT3:protein_coding	0	0.5	1	1.71428571428571	0	1.875	2.4
ZNRF3-AS1:antisense	0	0.5	0	0	0	2	0.323913043478261
ZXDA:protein_coding	0	0.5	1.3	2	0	0	0
ZXDB:protein_coding	0	0.5	0	2	0	1	7
VEZT:processed_transcript	0	0.49	2.74743961352657	8.61449323623237	0	1.9453781512605	14.3447619047619
ZBED5:processed_transcript	0	0.487179487179487	0.4	0.666666666666667	2	1.46666666666667	2.02857142857143
AP000295.9:nonsense_mediated_decay	0	0.485714285714286	0	0.4	0.272727272727273	0.1	0
AP000295.9:protein_coding	0	0.485714285714286	0	0.4	0.272727272727273	0.211111111111111	0
UBR3:nonsense_mediated_decay	0	0.485714285714286	1.28571428571429	2.41904761904762	1	0	8.73809523809524
ZNF322:processed_transcript	0	0.485714285714286	0	0	0	0	0
ZBTB8OS:nonsense_mediated_decay	0	0.480769230769231	2.35384615384615	3.83076923076923	0.692307692307692	0.3	2.76363636363636
CUL3:processed_transcript	0	0.477777777777778	0.742857142857143	0.628571428571429	2.2	0	1.5
EIF4A3:retained_intron	0	0.476190476190476	4.08333333333333	2	10.5	2	1.44047619047619
FAM172A:nonsense_mediated_decay	0	0.476190476190476	1.5	0.333333333333333	1.75	0	0.5
LIMS2:processed_transcript	0	0.476190476190476	0	0.569444444444444	1.33333333333333	0	0.142857142857143
MKRN1:processed_transcript	0	0.476190476190476	1.18253968253968	0.6	0.75	0.111111111111111	0.5
ZEB1:protein_coding	0	0.473684210526316	4.09726890756303	14.0678571428571	0.538461538461539	4.69736842105263	4.9
MVD:processed_transcript	0	0.472727272727273	0.404040404040404	2.17460317460317	0	2	1.33333333333333
ZFYVE26:retained_intron	0	0.472222222222222	1.66666666666667	3.4	7.92307692307692	1.06666666666667	5.95238095238095
DCXR:protein_coding	0	0.461538461538462	4.32380952380952	4.08571428571429	0	4.19047619047619	0
DZANK1:nonsense_mediated_decay	0	0.461538461538462	1.5	1.28571428571429	0	0	2.21428571428571
EPS8L2:protein_coding	0	0.461538461538462	0	0	0	0	0
MAN2A2:processed_transcript	0	0.461538461538462	0.847222222222222	2.04817404817405	0	2.17307692307692	2.02701465201465
DDX19B:nonsense_mediated_decay	0	0.454545454545455	0.142857142857143	0	0	0	0.0625
NDUFS8:protein_coding	0	0.454545454545455	0	0.5	0	0	3
MATN2:retained_intron	0	0.452380952380952	2.14642857142857	1.77222222222222	1.20833333333333	1.93452380952381	4.66507936507937
ZNF562:nonsense_mediated_decay	0	0.452380952380952	0.289592760180996	0.25	0	0.5	0.3125
ACAT1:nonsense_mediated_decay	0	0.45	0.5	0.95	2.33333333333333	0	2.5
IFI35:processed_transcript	0	0.45	0	0.8	0	0	2.2
RPS21:processed_transcript	0	0.45	1.98333333333333	0	0	0.4	2
TRIM22:retained_intron	0	0.45	0.583333333333333	3.75	0	0.333333333333333	2.6
USP4:retained_intron	0	0.45	2.06666666666667	0.608823529411765	0.4	0.2	3.6
VPS13D:retained_intron	0	0.45	1.11666666666667	2.05	0.166666666666667	2.3	1.8
BPHL:protein_coding	0	0.444444444444444	0.333333333333333	0.666666666666667	0	0	0.857142857142857
CD4:retained_intron	0	0.444444444444444	2.72222222222222	0.222222222222222	0	0.694444444444444	0.666666666666667
CRX:protein_coding	0	0.444444444444444	0	0	0	0	0
CRYZL1:nonsense_mediated_decay	0	0.444444444444444	1.32070707070707	0	0	0	2.25
DGKH:nonsense_mediated_decay	0	0.444444444444444	3.44444444444444	4.82142857142857	0	1.85714285714286	6.5
DGKH:processed_transcript	0	0.444444444444444	1.94444444444444	2.89642857142857	0	1.35714285714286	3.875
ENDOV:protein_coding	0	0.444444444444444	0.5	3	0	0	9
INO80B:protein_coding	0	0.444444444444444	0	0	0	0	0
NUP54:nonsense_mediated_decay	0	0.444444444444444	1.66666666666667	0.75	0	0	0
RP11-835E18.5:lincRNA	0	0.444444444444444	0.25	0.444444444444444	0	0.181818181818182	0
STARD4:nonsense_mediated_decay	0	0.444444444444444	0.333333333333333	1.75757575757576	0.909090909090909	0	0
BNIP3:protein_coding	0	0.428571428571429	1.08823529411765	7.25	9	7	3.25
CEPT1:protein_coding	0	0.428571428571429	1.42857142857143	0.428571428571429	0.375	1.875	0
ELP2:protein_coding	0	0.428571428571429	11.85	5.47619047619048	0.195833333333333	5.14285714285714	13.7704042715484
FAM98C:protein_coding	0	0.428571428571429	0	0	0	0	1.2
FZD6:protein_coding	0	0.428571428571429	0	0.428571428571429	0.857142857142857	1.16666666666667	0
GALNT16:protein_coding	0	0.428571428571429	0	1.6	0	0	0
HDDC2:retained_intron	0	0.428571428571429	0.25	2.05	0	3	0
MUM1:nonsense_mediated_decay	0	0.428571428571429	2.33333333333333	2.33333333333333	2.57142857142857	5.51298701298701	1.61904761904762
MUM1:processed_transcript	0	0.428571428571429	2	1.5	0.5	1.5	0
NAGK:retained_intron	0	0.428571428571429	1.75961538461538	17.4903571428571	3.13333333333333	8.56964285714286	5.32612781954887
PECAM1:processed_transcript	0	0.428571428571429	0	2.11428571428571	0	2	0
PGS1:nonsense_mediated_decay	0	0.428571428571429	0	0.5	0	0	2.4
PLXNB2:retained_intron	0	0.428571428571429	1.16190476190476	6.95238095238095	0	0.428571428571429	19.4238095238095
RNF7:protein_coding	0	0.428571428571429	1.2	0.6	0.6	0	0
RP11-145E17.2:lincRNA	0	0.428571428571429	0	0	0	0	0
RP11-231E6.1:lincRNA	0	0.428571428571429	0	0	0	0	1
RP11-789C1.2:lincRNA	0	0.428571428571429	0	0	0	0	0
ST5:processed_transcript	0	0.428571428571429	1.44139928698752	0	0	0	5.18703007518797
SYMPK:retained_intron	0	0.428571428571429	0.622222222222222	6.4	0	1.03571428571429	5.06428571428571
TRA2A:nonsense_mediated_decay	0	0.428571428571429	0.571428571428571	1.28571428571429	1.85714285714286	1.57142857142857	1.57142857142857
TRA2A:processed_transcript	0	0.428571428571429	0.571428571428571	1.45238095238095	1.85714285714286	2.32142857142857	6.57142857142857
WDR45B:nonsense_mediated_decay	0	0.428571428571429	1.5	6	1.5	0	0.5
TMEM154:protein_coding	0	0.424242424242424	1.07142857142857	3	1.5	0	0.0588235294117647
EML6:retained_intron	0	0.416666666666667	0.333333333333333	0	0	2	2.11805555555556
RARG:protein_coding	0	0.416666666666667	2.94285714285714	3.83333333333333	8.8	0	2
TNFRSF12A:nonsense_mediated_decay	0	0.416666666666667	0.333333333333333	0	0	0.916666666666667	0.333333333333333
VAPA:processed_transcript	0	0.416666666666667	0.25	1.25714285714286	0	0	0.5
VDAC2:processed_transcript	0	0.416666666666667	0.8	0	1.63636363636364	0	2.14285714285714
LINC00152:lincRNA	0	0.411764705882353	0	3	0	2.16071428571429	0
VEZT:protein_coding	0	0.41	1.84289855072464	8.09596345683302	0	1.38865546218487	8.2647619047619
ITGB1BP1:processed_transcript	0	0.407894736842105	0.233333333333333	1.21913875598086	2.10526315789474	0.5	1.44497607655502
AC004052.1:miRNA	0	0.4	0	0.6	0	0	1
AC016866.1:miRNA	0	0.4	0	0.6	0	0	0
AC078899.1:processed_pseudogene	0	0.4	1.2	0	3.2	0	2.6
AC090311.1:miRNA	0	0.4	0	0.6	0	0	1
ACER3:protein_coding	0	0.4	14.5909090909091	12.0292929292929	4.35714285714286	6.19493464052288	7.5
AL157883.1:miRNA	0	0.4	0	0.6	0	0	1
AL158154.1:miRNA	0	0.4	0	0.6	0	0	1
ALDH6A1:processed_transcript	0	0.4	0.8	1.33333333333333	0.4	0.6	1.73333333333333
ALG3:nonsense_mediated_decay	0	0.4	0	0	0	0.5	0
ALG3:retained_intron	0	0.4	0	0	0	1	0
ARV1:processed_transcript	0	0.4	1.5	0	0	0	0.8
ASB1:processed_transcript	0	0.4	0	0	0	0	1.2
ATP5O:protein_coding	0	0.4	1.61904761904762	2.16666666666667	0	0	0
BX255923.3:lincRNA	0	0.4	0	0	0	0	0.763157894736842
C2CD2:retained_intron	0	0.4	0.8	8.5	0.8	6	14.8
CACNA2D1:processed_transcript	0	0.4	0	0.25	0	2.25	0
CD99:nonsense_mediated_decay	0	0.4	0.45	0.8	0.833333333333333	1.70833333333333	1.05
COX7A2L:processed_transcript	0	0.4	0	0.333333333333333	0.8	0.8	1.15384615384615
DCP2:processed_transcript	0	0.4	0	0	0	0	0.8
DCP2:retained_intron	0	0.4	0	1.5	0	0.5	0.8
DGUOK:nonsense_mediated_decay	0	0.4	0	1.9047619047619	1.67857142857143	2.06666666666667	0
DLD:nonsense_mediated_decay	0	0.4	1.97171717171717	2.625	3.2	6.94444444444445	5.37777777777778
DNAJC6:processed_transcript	0	0.4	2.53333333333333	0	0	0.8	5
DPY30:protein_coding	0	0.4	1	0	0	2	0
DUXAP8:lincRNA	0	0.4	0	1.875	0	0.333333333333333	0.833333333333333
FAM133B:protein_coding	0	0.4	1.52380952380952	2	0	0	6.02930402930403
FAM133B:retained_intron	0	0.4	0.976190476190476	1	0	0	2.47619047619048
FAM161A:protein_coding	0	0.4	2.4	0.210526315789474	0	1.42857142857143	2.4
FAM228B:nonsense_mediated_decay	0	0.4	0	0	0	0	0
FAM228B:processed_transcript	0	0.4	7	1.8	0	0.333333333333333	6.33333333333333
FAM228B:protein_coding	0	0.4	1	2	0	1	0
FARP2:processed_transcript	0	0.4	0.4	1.2	0	0	0
FERMT2:retained_intron	0	0.4	1.41515151515152	4.30844155844156	9.23809523809524	3	2
GADD45B:nonsense_mediated_decay	0	0.4	2	3	3.4	1.2	0.9
GLT1D1:protein_coding	0	0.4	0	0	0	0	1
GNA11:protein_coding	0	0.4	2.51764705882353	5.6	1	3	13.8
GOLGA8B:protein_coding	0	0.4	0.791666666666667	0.75	1.73333333333333	3.45138888888889	1.04166666666667
GRIPAP1:retained_intron	0	0.4	0.5	4.17925925925926	1.17142857142857	1.16666666666667	2.83333333333333
GRM4:protein_coding	0	0.4	0	0.142857142857143	0	0.142857142857143	2.42857142857143
GTDC1:nonsense_mediated_decay	0	0.4	1.27878787878788	0	1.5	0.285714285714286	0
HGS:protein_coding	0	0.4	3	0.4	0	0.5	5.92857142857143
HGS:retained_intron	0	0.4	0	5.6	0.787878787878788	0.5	4.67142857142857
IFNAR2:nonsense_mediated_decay	0	0.4	0	0	0.545454545454545	0.311111111111111	0
IKZF2:retained_intron	0	0.4	1	0	0.4	0	2.8
IL17RD:retained_intron	0	0.4	0	0	0.4	0	0
KHDRBS3:nonsense_mediated_decay	0	0.4	0	1.25	0	0.65	0.333333333333333
KIF21A:retained_intron	0	0.4	0.428571428571429	2.78571428571429	0	2.51785714285714	2.67857142857143
KLHL8:nonsense_mediated_decay	0	0.4	0.2	0.4	0	0.2	2.14285714285714
LAT2:retained_intron	0	0.4	0	0	0	1	0
LGALS3BP:protein_coding	0	0.4	1.65714285714286	9.38441558441558	1.36363636363636	1.68571428571429	25.1896103896104
LZTR1:protein_coding	0	0.4	2.08333333333333	2.48333333333333	0	0.65	1
LZTR1:retained_intron	0	0.4	0.666666666666667	1.33333333333333	0	1.05	0.666666666666667
MAGED2:processed_transcript	0	0.4	1.69090909090909	0.711111111111111	0	0.545454545454545	0.844444444444444
MAGT1:retained_intron	0	0.4	2.6	1.2	3.5	0.6	0.2
MCU:protein_coding	0	0.4	0	0	0	0.6	0
MPPE1:protein_coding	0	0.4	3.16	3.21428571428571	0	0	7.88888888888889
MX2:processed_transcript	0	0.4	0.4	1.25	0	0	0
